Sales
95450
95450
96700
91000
94150
89250
105250
94000
97250
93500
91200
98800
99300
89100
91150
88700
95000
97100
100350
97700
93550
99500
93400
98100
92550
90050
83700
95000
84800
84950
90650
83200
89850
97700
89100
100350
