Sales
86313.36365
81893.70347
86313.36365
82933.62351
90083.07381
79293.90336
87483.2737
90993.00385
87743.25371
84883.47359
80983.77343
92162.9139
86963.31368
82413.66349
90083.07381
86313.36365
93332.82395
86573.34366
89823.0938
93462.81395
87223.29369
93592.80396
85403.43361
89173.14377
80593.80341
74354.28315
86573.34366
76694.10325
82933.62351
76824.09325
81763.71346
79033.92334
79553.88337
86313.36365
80593.80341
90083.07381
