Sales
113438.76
106339.41
117028.41
109429.2
124837.62
111778.95
109889.13
117758.34
114008.96
125667.51
111348.96
110718.99
115478.52
102139.89
119998.08
106319.43
99170.16
107659.32
109119.18
110868.99
109779.12
101749.98
118158.3
108669.21
118518.21
110099.04
94700.67
98490.18
102479.76
92480.76
108609.15
103909.62
89491.08
116896.31
95397.06
98600.5
