Sales
142356.274
120999.8334
136237.2939
136657.2238
135937.3438
131678.0536
131258.1236
145175.8042
131678.0537
128558.5736
128678.5536
135817.3637
136117.314
118480.2534
140676.554
137077.1538
146135.6441
138456.9238
136537.2439
138036.9939
130898.1836
131078.1536
136477.2539
137917.0139
128858.5235
124059.3233
122079.6533
118060.3233
118840.1932
108281.9531
120039.9933
126158.9735
117821.4827
122079.6533
118840.1932
137917.0139
