Sales
96211.49905
80717.69919
97061.15906
88814.45908
88014.7793
86465.39919
89114.33925
77618.93937
87415.019
86015.5792
86815.2592
96611.3391
91763.27914
84316.2592
86165.51935
82566.95929
91263.47916
77568.95927
90163.91918
80317.85928
87215.09922
93012.77917
91263.47916
95011.97907
90163.91918
76119.53926
80517.77941
92562.95912
79967.99927
86165.51935
75669.71926
75519.77929
72271.07936
96611.3391
77568.95927
80317.85928
